min_long,min_lat,max_long,max_lat,commercial,education,entertainment,financial,food,government,health,hotel,office,scenic,sports,transport,label,checkins
121.1391497373476,30.787311808769452,121.14961824613825,30.79630502482864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,1.0
121.19149228130085,30.787311808769452,121.2019607900915,30.79630502482864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.23336631646346,30.787311808769452,121.24383482525411,30.79630502482864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.34851991316063,30.787311808769452,121.35898842195128,30.79630502482864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.40086245711389,30.787311808769452,121.41133096590454,30.79630502482864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.41133096590454,30.787311808769452,121.42179947469519,30.79630502482864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.42179947469519,30.787311808769452,121.43226798348584,30.79630502482864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.95569342301843,30.787311808769452,121.96616193180908,30.79630502482864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Shanghai,0.0
120.94025590425657,30.79630502482864,120.95072539228865,30.80529824088783,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,1.0
121.41138286569982,30.79630502482864,121.4218523537319,30.80529824088783,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.4218523537319,30.79630502482864,121.43232184176397,30.80529824088783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.46373030586018,30.79630502482864,121.47419979389225,30.80529824088783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.27531870858787,30.80529824088783,121.28578917630257,30.814291456947018,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.28578917630257,30.80529824088783,121.29625964401727,30.814291456947018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.33814151487606,30.80529824088783,121.34861198259075,30.814291456947018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Shanghai,0.0
121.40096432116424,30.80529824088783,121.41143478887894,30.814291456947018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.43237572430833,30.80529824088783,121.44284619202303,30.814291456947018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Shanghai,0.0
120.92980013487087,30.814291456947018,120.94027158270957,30.823284673006206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,2.0
121.22300067435438,30.814291456947018,121.23347212219308,30.823284673006206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.24394357003177,30.814291456947018,121.25441501787047,30.823284673006206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.42195818328962,30.814291456947018,121.43242963112831,30.823284673006206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.45337252680571,30.814291456947018,121.4638439746444,30.823284673006206,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Shanghai,2.0
121.50572976599919,30.814291456947018,121.51620121383789,30.823284673006206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.51620121383789,30.814291456947018,121.52667266167659,30.823284673006206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,Shanghai,1.0
121.52667266167659,30.814291456947018,121.53714410951528,30.823284673006206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.54761555735398,30.814291456947018,121.55808700519268,30.823284673006206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Shanghai,2.0
121.56855845303137,30.814291456947018,121.57902990087007,30.823284673006206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.17067285212725,30.823284673006206,121.1811452805315,30.832277889065395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.2335074225527,30.823284673006206,121.24397985095695,30.832277889065395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.35917656340361,30.823284673006206,121.36964899180785,30.832277889065395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Shanghai,0.0
121.42201113382906,30.823284673006206,121.4324835622333,30.832277889065395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.4324835622333,30.823284673006206,121.44295599063754,30.832277889065395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.46390084744603,30.823284673006206,121.47437327585027,30.832277889065395,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.47437327585027,30.823284673006206,121.48484570425451,30.832277889065395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.49531813265875,30.823284673006206,121.505790561063,30.832277889065395,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.505790561063,30.823284673006206,121.51626298946724,30.832277889065395,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,Shanghai,0.0
121.51626298946724,30.823284673006206,121.52673541787148,30.832277889065395,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Shanghai,0.0
121.52673541787148,30.823284673006206,121.53720784627572,30.832277889065395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.54768027467996,30.823284673006206,121.5581527030842,30.832277889065395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Shanghai,1.0
121.17070228234509,30.832277889065395,121.1811756917566,30.841271105124584,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.29638319528313,30.832277889065395,121.30685660469463,30.841271105124584,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.30685660469463,30.832277889065395,121.31733001410613,30.841271105124584,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.36969706116365,30.832277889065395,121.38017047057515,30.841271105124584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.39064387998665,30.832277889065395,121.40111728939816,30.841271105124584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.46395774586718,30.832277889065395,121.47443115527868,30.841271105124584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.49537797410169,30.832277889065395,121.50585138351319,30.841271105124584,0.0,33.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,Shanghai,40.0
121.50585138351319,30.832277889065395,121.51632479292469,30.841271105124584,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,6.0
121.51632479292469,30.832277889065395,121.5267982023362,30.841271105124584,0.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,Shanghai,3.0
121.27547563442603,30.841271105124584,121.28595002528668,30.850264321183772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.32784758872928,30.841271105124584,121.33832197958994,30.850264321183772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.33832197958994,30.841271105124584,121.34879637045059,30.850264321183772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.4744890607784,30.841271105124584,121.48496345163905,30.850264321183772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.4954378424997,30.841271105124584,121.50591223336035,30.850264321183772,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,2.0
121.50591223336035,30.841271105124584,121.516386624221,30.850264321183772,0.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.516386624221,30.841271105124584,121.52686101508165,30.850264321183772,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.54780979680295,30.841271105124584,121.5582841876636,30.850264321183772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Shanghai,0.0
121.56875857852425,30.841271105124584,121.5792329693849,30.850264321183772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.18123655530752,30.850264321183772,121.19171192805938,30.85925753724296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.33836714658536,30.850264321183772,121.34884251933721,30.85925753724296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.4221701286002,30.850264321183772,121.43264550135206,30.85925753724296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.53739922887061,30.850264321183772,121.54787460162247,30.85925753724296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Shanghai,0.0
121.66310370189288,30.850264321183772,121.67357907464473,30.85925753724296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.67357907464473,30.850264321183772,121.68405444739659,30.85925753724296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.7050051929003,30.850264321183772,121.71548056565216,30.85925753724296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,1.0
121.91451264793741,30.850264321183772,121.92498802068927,30.85925753724296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.06602710170604,30.85925753724296,121.07650345679134,30.86825075330215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.07650345679134,30.85925753724296,121.08697981187665,30.86825075330215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.42222317460632,30.85925753724296,121.43269952969162,30.86825075330215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.47460495003283,30.85925753724296,121.48508130511813,30.86825075330215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.51651037037404,30.85925753724296,121.52698672545934,30.86825075330215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Shanghai,0.0
121.55841579071524,30.85925753724296,121.56889214580055,30.86825075330215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.57936850088585,30.85925753724296,121.58984485597115,30.86825075330215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.67365569665357,30.85925753724296,121.68413205173887,30.86825075330215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,2.0
121.72603747208008,30.85925753724296,121.73651382716538,30.86825075330215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,Shanghai,0.0
121.74699018225068,30.85925753724296,121.75746653733599,30.86825075330215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Shanghai,0.0
121.7888956025919,30.85925753724296,121.7993719576772,30.86825075330215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.8412773780184,30.85925753724296,121.8517537331037,30.86825075330215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.8517537331037,30.85925753724296,121.86223008818901,30.86825075330215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.20225214941784,30.86825075330215,121.21272948727899,30.877243969361338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Shanghai,0.0
121.32798020375161,30.86825075330215,121.33845754161275,30.877243969361338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Shanghai,0.0
121.39084423091849,30.86825075330215,121.40132156877964,30.877243969361338,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.47466293380766,30.86825075330215,121.48514027166881,30.877243969361338,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.53752696097455,30.86825075330215,121.54800429883569,30.877243969361338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.6842096910306,30.86825075330215,121.69468702889175,30.877243969361338,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.71564170461404,30.86825075330215,121.72611904247519,30.877243969361338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.72611904247519,30.86825075330215,121.73659638033634,30.877243969361338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.73659638033634,30.86825075330215,121.74707371819748,30.877243969361338,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.75755105605863,30.86825075330215,121.76802839391978,30.877243969361338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Shanghai,0.0
121.80993774536437,30.86825075330215,121.82041508322551,30.877243969361338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Shanghai,0.0
121.8832791103924,30.86825075330215,121.89375644825354,30.877243969361338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.90423378611469,30.86825075330215,121.91471112397583,30.877243969361338,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,11.0
121.00319649511424,30.877243969361338,121.01367481619383,30.886237185420526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.01367481619383,30.877243969361338,121.02415313727342,30.886237185420526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.11845802698971,30.877243969361338,121.1289363480693,30.886237185420526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.14989299022848,30.877243969361338,121.16037131130807,30.886237185420526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.16037131130807,30.877243969361338,121.17084963238766,30.886237185420526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Shanghai,0.0
121.21276291670601,30.877243969361338,121.2232412377856,30.886237185420526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.30706780642231,30.877243969361338,121.3175461275019,30.886237185420526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.3175461275019,30.877243969361338,121.32802444858149,30.886237185420526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.32802444858149,30.877243969361338,121.33850276966108,30.886237185420526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.38041605397943,30.877243969361338,121.39089437505902,30.886237185420526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Shanghai,0.0
121.5899824755712,30.877243969361338,121.6004607966508,30.886237185420526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.72620064960586,30.877243969361338,121.73667897068545,30.886237185420526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.73667897068545,30.877243969361338,121.74715729176503,30.886237185420526,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.75763561284462,30.877243969361338,121.76811393392421,30.886237185420526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.78907057608339,30.877243969361338,121.79954889716298,30.886237185420526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Shanghai,0.0
121.84146218148133,30.877243969361338,121.85194050256092,30.886237185420526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.85194050256092,30.877243969361338,121.86241882364051,30.886237185420526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.90433210795887,30.877243969361338,121.91481042903845,30.886237185420526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.91481042903845,30.877243969361338,121.92528875011804,30.886237185420526,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.95672371335681,30.877243969361338,121.9672020344364,30.886237185420526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Shanghai,0.0
121.9672020344364,30.877243969361338,121.97768035551599,30.886237185420526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Shanghai,0.0
121.00321026637077,30.886237185420526,121.01368957111154,30.895230401479715,0.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,Shanghai,2.0
121.01368957111154,30.886237185420526,121.02416887585231,30.895230401479715,0.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,Shanghai,0.0
121.02416887585231,30.886237185420526,121.03464818059308,30.895230401479715,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,15.0
121.13944122800078,30.886237185420526,121.14992053274155,30.895230401479715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.14992053274155,30.886237185420526,121.16039983748232,30.895230401479715,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Shanghai,0.0
121.16039983748232,30.886237185420526,121.17087914222309,30.895230401479715,1.0,0.0,0.0,2.0,7.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,Shanghai,1.0
